# source: https://api.nasdaq.com/api/screener/stocks?tableonly=true&download=true
# fetched: 2026-09-23T10:34:16-04:00
# rule: market cap 300M-10B, price >= 3.0; no volume rule
ticker,cap_m,sector,industry
TBLA,869,Technology,Computer Software: Programming Data Processing
TBLD,659,Finance,Investment Managers
TBN,1229,Energy,Oil & Gas Production
TBPH,885,Health Care,Biotechnology: Pharmaceutical Preparations
TCBI,4131,Finance,Major Banks
TCBIO,849,Finance,Major Banks
TCBK,1672,Finance,Major Banks
TCBX,728,Finance,Banks
TCI,360,Real Estate,Real Estate Investment Trusts
TCMD,513,Health Care,Medical/Dental Instruments
TCPC,338,Finance,Finance/Investors Services
TDAY,958,Consumer Discretionary,Newspapers/Magazines
TDC,2697,Technology,Computer Software: Prepackaged Software
TDOC,1132,Health Care,Medical/Nursing Services
TDS,4190,Telecommunications,Telecommunications Equipment
TDW,4345,Consumer Discretionary,Marine Transportation
TE,1235,Technology,Semiconductors
TECX,504,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TEN,1416,Consumer Discretionary,Marine Transportation
TENB,3908,Technology,Computer Software: Prepackaged Software
TEO,6116,Telecommunications,Telecommunications Equipment
TEX,6708,Industrials,Construction/Ag Equipment/Trucks
TFIN,1464,Finance,Major Banks
TFPM,6714,Industrials,Precious Metals
TFSL,4688,Finance,Savings Institutions
TFX,5265,Health Care,Medical/Dental Instruments
TGB,3239,Basic Materials,Precious Metals
TGLS,1604,Consumer Discretionary,Electronic Components
TGS,4220,Utilities,Natural Gas Distribution
TGTX,8831,Health Care,Biotechnology: Pharmaceutical Preparations
TH,2101,Consumer Discretionary,Hotels/Resorts
THFF,892,Finance,Major Banks
THG,7687,Finance,Property-Casualty Insurers
THO,3694,Industrials,Homebuilding
THRM,1088,Consumer Discretionary,Auto Parts:O.E.M.
TIC,1960,Consumer Discretionary,Business Services
TIGR,866,Finance,Investment Bankers/Brokers/Service
TII,303,,
TILE,2014,Consumer Discretionary,Home Furnishings
TIMB,8908,Telecommunications,Telecommunications Equipment
TIPT,649,Finance,Property-Casualty Insurers
TITN,572,Consumer Discretionary,Other Specialty Stores
TK,1179,Consumer Discretionary,Marine Transportation
TKC,4545,Telecommunications,Telecommunications Equipment
TKNO,477,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TKR,8123,Industrials,Metal Fabrications
TLRY,612,Health Care,Medicinal Chemicals and Botanical Products
TLS,303,Technology,EDP Services
TLSI,317,Health Care,Medical Specialities
TLX,3835,Health Care,Biotechnology: Pharmaceutical Preparations
TMC,1857,Basic Materials,Metal Mining
TMCI,302,Health Care,Medical/Dental Instruments
TMCR,305,Basic Materials,Precious Metals
TMDX,3022,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMP,1402,Finance,Major Banks
TMQ,574,Basic Materials,Precious Metals
TMS,589,,
TNC,1132,Industrials,Industrial Machinery/Components
TNDM,1187,Health Care,Medical/Dental Instruments
TNET,3010,Consumer Discretionary,Business Services
TNGX,4340,Health Care,Biotechnology: Pharmaceutical Preparations
TNK,3269,Consumer Discretionary,Marine Transportation
TNL,3835,Consumer Discretionary,Hotels/Resorts
TOP,1925,Finance,Investment Bankers/Brokers/Service
TOWN,2708,Finance,Major Banks
TPB,1200,Consumer Discretionary,Tobacco
TPC,4454,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPGXL,7833,,
TR,2811,Consumer Staples,Specialty Foods
TRAX,1439,Health Care,Biotechnology: Pharmaceutical Preparations
TRC,439,Finance,Real Estate
TREE,340,Finance,Finance: Consumer Services
TREX,4469,Basic Materials,Forest Products
TRIN,1677,Finance,Finance: Consumer Services
TRIP,953,Technology,Computer Software: Programming Data Processing
TRLV,2390,Health Care,Medicinal Chemicals and Botanical Products
TRMD,3481,Consumer Discretionary,Marine Transportation
TRMK,2668,Finance,Major Banks
TRN,2192,Industrials,Railroads
TRNI,1759,Finance,Finance: Consumer Services
TRNO,7208,Finance,Real Estate
TRNS,846,Industrials,Electrical Products
TRNZ,1761,Finance,Finance: Consumer Services
TROX,700,Basic Materials,Major Chemicals
TRS,1397,Industrials,Industrial Specialties
TRST,955,Finance,Major Banks
TRTX,545,Real Estate,Real Estate Investment Trusts
TRUP,1023,Health Care,Medical Specialities
TRVG,410,Technology,EDP Services
TRVI,2137,Health Care,Biotechnology: Pharmaceutical Preparations
TSAT,1727,Industrials,Metal Fabrications
TSBK,352,Finance,Banks
TSHA,1668,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSLX,1739,Finance,Investment Managers
TTAM,2534,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TTAN,5822,Technology,Computer Software: Prepackaged Software
TTC,9194,Consumer Discretionary,Tools/Hardware
TTD,6045,Technology,Computer Software: Programming Data Processing
TTEK,9081,Consumer Discretionary,Military/Government/Technical
TTI,877,Energy,Oil & Gas Production
TTRX,457,Health Care,Biotechnology: Pharmaceutical Preparations
TVTX,5694,Health Care,Biotechnology: Pharmaceutical Preparations
TWFG,1332,Finance,Specialty Insurers
TWI,479,Industrials,Steel/Iron Ore
TWIN,380,Industrials,Industrial Machinery/Components
TXNM,6459,Utilities,Electric Utilities: Central
TXO,802,Energy,Oil & Gas Production
TY,1881,Finance,Finance Companies
TYG,492,Finance,Investment Managers
TYRA,1666,Health Care,Biotechnology: Pharmaceutical Preparations
UA,1950,Consumer Discretionary,Apparel
UAA,1987,Consumer Discretionary,Apparel
UAMY,691,Industrials,Metal Fabrications
UAN,1359,Industrials,Agricultural Chemicals
UBSI,6350,Finance,Major Banks
UCB,4101,Finance,Major Banks
UCTT,3317,Technology,Semiconductors
UE,2507,Finance,Real Estate
UEC,4939,Basic Materials,Other Metals and Minerals
UFCS,1374,Finance,Property-Casualty Insurers
UFPI,4539,Basic Materials,Forest Products
UFPT,2214,Health Care,Medical/Dental Instruments
UGI,7872,Utilities,Natural Gas Distribution
UGP,8563,Utilities,Oil/Gas Transmission
UHT,534,Real Estate,Real Estate Investment Trusts
ULCC,1378,Consumer Discretionary,Air Freight/Delivery Services
ULH,426,Industrials,Trucking Freight/Courier Services
UMAC,1209,Technology,Radio And Television Broadcasting And Communications Equipment
UMBFO,1977,Finance,Major Banks
UMH,1336,Real Estate,Real Estate Investment Trusts
UNF,4759,Consumer Discretionary,Other Consumer Services
UNFI,2705,Consumer Discretionary,Food Distributors
UNIT,2235,Real Estate,Real Estate Investment Trusts
UNMA,3692,Finance,Accident &Health Insurance
UNTY,578,Finance,Major Banks
UPBD,950,Consumer Discretionary,Diversified Commercial Services
UPST,2487,Finance,Finance: Consumer Services
UPWK,1026,Technology,EDP Services
URBN,6395,Consumer Discretionary,Clothing/Shoe/Accessory Stores
URGN,2073,Health Care,Biotechnology: Pharmaceutical Preparations
UROY,1628,Finance,Investment Bankers/Brokers/Service
USAC,3738,Utilities,Natural Gas Distribution
USAR,6052,Basic Materials,Metal Mining
USAS,1635,Basic Materials,Metal Mining
USCB,422,Finance,Major Banks
USDE,358,Finance,Finance: Consumer Services
USLM,3204,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
USPH,1246,Health Care,Medical/Nursing Services
UTI,1107,Real Estate,Other Consumer Services
UTL,933,Utilities,Power Generation
UTZ,2050,Consumer Staples,Packaged Foods
UUUU,2928,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UVE,1192,Finance,Property-Casualty Insurers
UVSP,1151,Finance,Major Banks
UVV,1081,Industrials,Farming/Seeds/Milling
UZD,1587,Telecommunications,Telecommunications Equipment
UZE,1429,Telecommunications,Telecommunications Equipment
UZF,1408,Telecommunications,Telecommunications Equipment
VAC,3393,Finance,Real Estate
VAL,5763,Energy,Oil & Gas Production
VALN,620,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VALU,359,Finance,Investment Managers
VBNK,751,Finance,Commercial Banks
VC,2417,Consumer Discretionary,Auto Parts:O.E.M.
VCEL,2025,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCRE,2866,Health Care,Biotechnology: Pharmaceutical Preparations
VCTR,6569,Finance,Investment Managers
VCV,452,Finance,Trusts Except Educational Religious and Charitable
VCYT,3418,Health Care,Medical Specialities
VECO,2632,Technology,Industrial Machinery/Components
VEL,638,Finance,Finance: Consumer Services
VELO,357,Technology,Industrial Machinery/Components
VEON,4798,Telecommunications,Telecommunications Equipment
VERA,2532,Health Care,Biotechnology: Pharmaceutical Preparations
VERX,1887,Technology,Computer Software: Prepackaged Software
VET,1794,Energy,Oil & Gas Production
VFC,5305,Industrials,Garments and Clothing
VFF,370,Consumer Staples,Farming/Seeds/Milling
VFS,7568,Industrials,Auto Manufacturing
VGM,517,Finance,Trusts Except Educational Religious and Charitable
VGNT,3257,Consumer Discretionary,Auto Parts:O.E.M.
VHI,470,Basic Materials,Major Chemicals
VIA,2355,Technology,Computer Software: Prepackaged Software
VIAV,8927,Technology,Semiconductors
VINP,620,Finance,Investment Managers
VIPS,5953,Consumer Discretionary,Catalog/Specialty Distribution
VIR,1911,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VIRT,8413,Finance,Investment Bankers/Brokers/Service
VISN,1496,Technology,Radio And Television Broadcasting And Communications Equipment
VIST,7921,Energy,Oil & Gas Production
VITL,456,Consumer Staples,Packaged Foods
VKI,373,Finance,Finance Companies
VKQ,497,Finance,Trusts Except Educational Religious and Charitable
VKTX,4509,Health Care,Biotechnology: Pharmaceutical Preparations
VLGEA,658,Consumer Staples,Food Chains
VLRS,783,Consumer Discretionary,Air Freight/Delivery Services
VLY,7245,Finance,Major Banks
VMD,341,Health Care,Misc Health and Biotechnology Services
VMET,1012,Industrials,Precious Metals
VMI,9126,Industrials,Metal Fabrications
VMO,611,Finance,Trusts Except Educational Religious and Charitable
VNDA,312,Health Care,Biotechnology: Pharmaceutical Preparations
VNET,1937,Technology,Computer Software: Programming Data Processing
VNO,6533,Real Estate,Real Estate Investment Trusts
VNT,4251,Industrials,Industrial Machinery/Components
VOGX,394,Health Care,Biotechnology: Pharmaceutical Preparations
VOR,1281,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VOXR,380,Basic Materials,Precious Metals
VOYA,8927,Finance,Life Insurance
VOYG,2033,Industrials,Military/Government/Technical
VPG,904,Technology,Electrical Products
VRDN,2461,Health Care,Biotechnology: Pharmaceutical Preparations
VREX,778,Technology,Industrial Machinery/Components
VRNS,5425,Technology,Computer Software: Prepackaged Software
VRRM,514,Consumer Discretionary,Transportation Services
VRTS,849,Finance,Investment Managers
VSEC,5067,Consumer Discretionary,Military/Government/Technical
VSECU,1349,,
VSH,4946,Technology,Electrical Products
VSNT,4602,Industrials,Broadcasting
VSTM,744,Health Care,Biotechnology: Pharmaceutical Preparations
VSTS,1874,Consumer Discretionary,Consumer Specialties
VSXY,6538,Consumer Discretionary,Clothing/Shoe/Accessory Stores
VTEX,617,Technology,Computer Software: Prepackaged Software
VTMX,2896,Finance,Real Estate
VTOL,1275,Consumer Discretionary,Transportation Services
VTS,709,Energy,Oil & Gas Production
VVV,3651,Industrials,Major Chemicals
VVX,2327,Consumer Discretionary,Diversified Commercial Services
VYX,971,Miscellaneous,Office Equipment/Supplies/Services
VZLA,1427,Basic Materials,Precious Metals
WABC,1365,Finance,Major Banks
WAFD,2307,Finance,Major Banks
WAFDP,1210,Finance,Major Banks
WAL,8456,Finance,Major Banks
WASH,740,Finance,Major Banks
WAY,4868,Technology,EDP Services
WB,1623,Technology,Computer Software: Programming Data Processing
WBI,3655,Energy,Oilfield Services/Equipment
WBTN,1468,Consumer Discretionary,Publishing
WCCB,647,Finance,Major Banks
WD,1278,Finance,Finance: Consumer Services
WDFC,2644,Industrials,Major Chemicals
WEAV,588,Technology,Computer Software: Prepackaged Software
WEN,1278,Consumer Discretionary,Restaurants
WERN,2070,Industrials,Trucking Freight/Courier Services
WEST,780,Consumer Staples,Beverages (Production/Distribution)
WEX,6200,Consumer Discretionary,Business Services
WEYS,442,Consumer Staples,Apparel
WFG,5744,Basic Materials,Forest Products
WFRD,6034,Consumer Discretionary,Oil and Gas Field Machinery
WGO,774,Industrials,Homebuilding
WGS,2691,Health Care,Medical/Nursing Services
WH,5046,Consumer Discretionary,Hotels/Resorts
WHD,5326,Consumer Discretionary,Oil and Gas Field Machinery
WHFCL,583,,
WHK,728,Energy,Oil & Gas Production
WHR,2152,Consumer Discretionary,Consumer Electronics/Appliances
WINA,1049,Consumer Discretionary,Other Specialty Stores
WING,2707,Consumer Discretionary,Restaurants
WIX,3209,Technology,Computer Software: Programming Data Processing
WK,3770,Technology,Computer Software: Prepackaged Software
WKC,1833,Energy,Oil Refining/Marketing
WLDN,1257,Consumer Discretionary,Military/Government/Technical
WLFC,1150,Consumer Discretionary,Industrial Specialties
WLK,8844,Industrials,Major Chemicals
WLKP,756,Industrials,Major Chemicals
WLTH,1546,Finance,Finance: Consumer Services
WLY,2344,Consumer Discretionary,Books
WLYB,2390,Consumer Discretionary,Books
WMK,1793,Consumer Staples,Food Chains
WMS,9760,Consumer Discretionary,Containers/Packaging
WNC,484,Industrials,Construction/Ag Equipment/Trucks
WOLF,1424,Technology,Semiconductors
WOR,3013,Industrials,Steel/Iron Ore
WPP,5423,Consumer Discretionary,Advertising
WRBY,2781,Health Care,Ophthalmic Goods
WRD,1951,Technology,EDP Services
WRLD,798,Finance,Finance: Consumer Services
WS,1734,Industrials,Steel/Iron Ore
WSBC,3684,Finance,Major Banks
WSBCO,2425,Finance,Major Banks
WSBF,371,Finance,Savings Institutions
WSC,3266,Industrials,Misc Corporate Leasing Services
WSFS,3954,Finance,Major Banks
WT,3664,Finance,Investment Bankers/Brokers/Service
WTBA,493,Finance,Major Banks
WTFC,9799,Finance,Major Banks
WTFCN,1757,Finance,Major Banks
WTI,562,Energy,Oil & Gas Production
WTM,4922,Finance,Property-Casualty Insurers
WTTR,2749,Energy,Oilfield Services/Equipment
WU,1916,Consumer Discretionary,Business Services
WULF,8463,Finance,Finance: Consumer Services
WVE,803,Health Care,Biotechnology: Pharmaceutical Preparations
WWW,1580,Consumer Discretionary,Shoe Manufacturing
WYFI,762,Finance,Finance: Consumer Services
WYNN,8357,Consumer Discretionary,Hotels/Resorts
XE,6502,Industrials,Metal Fabrications
XENE,3673,Health Care,Biotechnology: Pharmaceutical Preparations
XERS,1616,Health Care,Biotechnology: Pharmaceutical Preparations
XFLT,690,Finance,Investment Managers
XFOR,323,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
XHR,1632,Consumer Discretionary,Hotels/Resorts
XIFR,1011,Utilities,Electric Utilities: Central
XMAX,573,Consumer Discretionary,Home Furnishings
XMTR,5941,Consumer Discretionary,Business Services
XNCR,1893,Health Care,Biotechnology: Pharmaceutical Preparations
XNDU,1675,Technology,Computer Manufacturing
XNET,1602,Technology,Computer Software: Prepackaged Software
XPEL,1245,Industrials,Industrial Specialties
XPEV,9868,Industrials,Auto Manufacturing
XPRO,1851,Energy,Oilfield Services/Equipment
XRAY,1963,Health Care,Medical/Dental Instruments
XRN,475,Real Estate,Real Estate Investment Trusts
XRX,450,Technology,Computer peripheral equipment
XXI,3903,Finance,Finance: Consumer Services
XZO,1447,Technology,Computer Software: Prepackaged Software
YALA,836,Technology,Computer Software: Programming Data Processing
YB,555,Finance,Specialty Insurers
YELP,985,Consumer Discretionary,Other Consumer Services
YETI,3150,Consumer Discretionary,Recreational Games/Products/Toys
YEXT,623,Technology,EDP Services
YMM,8606,Technology,Computer Software: Prepackaged Software
YORW,510,Utilities,Water Supply
YOU,5198,Technology,Computer Software: Prepackaged Software
YSS,1360,Industrials,Military/Government/Technical
YSWY,1238,Consumer Staples,Food Chains
Z,6701,Consumer Discretionary,Business Services
ZBIO,2088,Health Care,Biotechnology: Pharmaceutical Preparations
ZD,1943,Telecommunications,Telecommunications Equipment
ZETA,7503,Technology,Computer Software: Prepackaged Software
ZG,6856,Consumer Discretionary,Business Services
ZGN,3304,Consumer Discretionary,Apparel
ZIM,3678,Consumer Discretionary,Marine Transportation
ZION,9279,Finance,Major Banks
ZIONP,2472,Finance,Major Banks
ZLAB,2982,Health Care,Biotechnology: Pharmaceutical Preparations
ZURA,421,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ZVRA,676,Health Care,Biotechnology: Pharmaceutical Preparations
ZWS,7752,Industrials,Industrial Machinery/Components
ZYME,1924,Health Care,Biotechnology: Pharmaceutical Preparations
